,ARO Accession,Model Name,ARO Name,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,Protein Accession,DNA Accession
150,ARO:3003818,Acinetobacter baumannii parC conferring resistance to fluoroquinolones,Acinetobacter baumannii parC conferring resistance to fluoroquinolones,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,Abau_parC_FLO,WP_000202252.1,NZ_CP009257.1
151,ARO:3000216,acrB,acrB,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,acrB,WP_001985623.1,NC_010410.1
152,ARO:3000491,acrD,acrD,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,antibiotic efflux,acrD,WP_001985623.1,NC_010410.1
153,ARO:3000499,AcrE,AcrE,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;penicillin beta-lactam,antibiotic efflux,AcrE,WP_001985623.1,NC_010410.1
154,ARO:3000502,AcrF,AcrF,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;penicillin beta-lactam,antibiotic efflux,AcrF,WP_001985623.1,NC_010410.1
155,ARO:3000656,AcrS,AcrS,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,AcrS,WP_001985623.1,NC_010410.1
156,ARO:3001821,ACT-1,ACT-1,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-1,AAC45086.2,U58495.2
157,ARO:3001832,ACT-10,ACT-10,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-10,AAC45086.2,U58495.2
158,ARO:3007883,ACT-100,ACT-100,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-100,AAC45086.2,U58495.2
159,ARO:3007884,ACT-101,ACT-101,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-101,AAC45086.2,U58495.2
160,ARO:3007885,ACT-102,ACT-102,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-102,AAC45086.2,U58495.2
161,ARO:3007886,ACT-103,ACT-103,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-103,AAC45086.2,U58495.2
162,ARO:3007887,ACT-104,ACT-104,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-104,AAC45086.2,U58495.2
163,ARO:3007888,ACT-105,ACT-105,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-105,AAC45086.2,U58495.2
164,ARO:3007889,ACT-106,ACT-106,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-106,AAC45086.2,U58495.2
165,ARO:3007890,ACT-107,ACT-107,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-107,AAC45086.2,U58495.2
166,ARO:3007891,ACT-108,ACT-108,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-108,AAC45086.2,U58495.2
167,ARO:3007892,ACT-109,ACT-109,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-109,AAC45086.2,U58495.2
168,ARO:3007893,ACT-110,ACT-110,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-110,AAC45086.2,U58495.2
169,ARO:3007894,ACT-111,ACT-111,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-111,AAC45086.2,U58495.2
170,ARO:3007895,ACT-112,ACT-112,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-112,AAC45086.2,U58495.2
171,ARO:3007896,ACT-113,ACT-113,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-113,AAC45086.2,U58495.2
172,ARO:3007897,ACT-115,ACT-115,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-115,AAC45086.2,U58495.2
173,ARO:3007898,ACT-116,ACT-116,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-116,AAC45086.2,U58495.2
174,ARO:3007899,ACT-117,ACT-117,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-117,AAC45086.2,U58495.2
175,ARO:3007900,ACT-118,ACT-118,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-118,AAC45086.2,U58495.2
176,ARO:3007901,ACT-119,ACT-119,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-119,AAC45086.2,U58495.2
177,ARO:3001834,ACT-12,ACT-12,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-12,AAC45086.2,U58495.2
178,ARO:3007902,ACT-120,ACT-120,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-120,AAC45086.2,U58495.2
179,ARO:3007903,ACT-121,ACT-121,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-121,AAC45086.2,U58495.2
180,ARO:3007904,ACT-122,ACT-122,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-122,AAC45086.2,U58495.2
181,ARO:3007905,ACT-123,ACT-123,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-123,AAC45086.2,U58495.2
182,ARO:3007906,ACT-124,ACT-124,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-124,AAC45086.2,U58495.2
183,ARO:3001835,ACT-13,ACT-13,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-13,AAC45086.2,U58495.2
184,ARO:3007907,ACT-131,ACT-131,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-131,AAC45086.2,U58495.2
185,ARO:3001836,ACT-14,ACT-14,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-14,AAC45086.2,U58495.2
186,ARO:3007908,ACT-140,ACT-140,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-140,AAC45086.2,U58495.2
187,ARO:3007909,ACT-141,ACT-141,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-141,AAC45086.2,U58495.2
188,ARO:3007910,ACT-142,ACT-142,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-142,AAC45086.2,U58495.2
189,ARO:3007911,ACT-143,ACT-143,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-143,AAC45086.2,U58495.2
190,ARO:3007912,ACT-144,ACT-144,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-144,AAC45086.2,U58495.2
191,ARO:3007913,ACT-145,ACT-145,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-145,AAC45086.2,U58495.2
192,ARO:3007914,ACT-146,ACT-146,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-146,AAC45086.2,U58495.2
193,ARO:3007915,ACT-148,ACT-148,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-148,AAC45086.2,U58495.2
194,ARO:3001837,ACT-15,ACT-15,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-15,AAC45086.2,U58495.2
195,ARO:3007916,ACT-150,ACT-150,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-150,AAC45086.2,U58495.2
196,ARO:3007917,ACT-151,ACT-151,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-151,AAC45086.2,U58495.2
197,ARO:3007918,ACT-153,ACT-153,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-153,AAC45086.2,U58495.2
198,ARO:3007919,ACT-154,ACT-154,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-154,AAC45086.2,U58495.2
199,ARO:3007920,ACT-155,ACT-155,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-155,AAC45086.2,U58495.2
200,ARO:3007921,ACT-156,ACT-156,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-156,AAC45086.2,U58495.2
201,ARO:3007922,ACT-157,ACT-157,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-157,AAC45086.2,U58495.2
202,ARO:3007923,ACT-158,ACT-158,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-158,AAC45086.2,U58495.2
203,ARO:3007924,ACT-159,ACT-159,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-159,AAC45086.2,U58495.2
204,ARO:3001827,ACT-16,ACT-16,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-16,AAC45086.2,U58495.2
205,ARO:3007925,ACT-160,ACT-160,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-160,AAC45086.2,U58495.2
206,ARO:3007926,ACT-161,ACT-161,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-161,AAC45086.2,U58495.2
207,ARO:3007927,ACT-162,ACT-162,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-162,AAC45086.2,U58495.2
208,ARO:3007928,ACT-165,ACT-165,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-165,AAC45086.2,U58495.2
209,ARO:3007929,ACT-166,ACT-166,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-166,AAC45086.2,U58495.2
210,ARO:3007930,ACT-167,ACT-167,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-167,AAC45086.2,U58495.2
211,ARO:3007931,ACT-168,ACT-168,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-168,AAC45086.2,U58495.2
212,ARO:3007932,ACT-169,ACT-169,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-169,AAC45086.2,U58495.2
213,ARO:3001838,ACT-17,ACT-17,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-17,AAC45086.2,U58495.2
214,ARO:3007933,ACT-170,ACT-170,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-170,AAC45086.2,U58495.2
215,ARO:3007934,ACT-171,ACT-171,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-171,AAC45086.2,U58495.2
216,ARO:3007935,ACT-172,ACT-172,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-172,AAC45086.2,U58495.2
217,ARO:3007936,ACT-173,ACT-173,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-173,AAC45086.2,U58495.2
218,ARO:3007937,ACT-174,ACT-174,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-174,AAC45086.2,U58495.2
219,ARO:3007938,ACT-175,ACT-175,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-175,AAC45086.2,U58495.2
220,ARO:3007939,ACT-176,ACT-176,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-176,AAC45086.2,U58495.2
221,ARO:3007940,ACT-177,ACT-177,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-177,AAC45086.2,U58495.2
222,ARO:3007941,ACT-178,ACT-178,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-178,AAC45086.2,U58495.2
223,ARO:3007942,ACT-179,ACT-179,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-179,AAC45086.2,U58495.2
224,ARO:3001839,ACT-18,ACT-18,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-18,AAC45086.2,U58495.2
225,ARO:3007943,ACT-180,ACT-180,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-180,AAC45086.2,U58495.2
226,ARO:3007944,ACT-181,ACT-181,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-181,AAC45086.2,U58495.2
227,ARO:3007945,ACT-182,ACT-182,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-182,AAC45086.2,U58495.2
228,ARO:3007946,ACT-183,ACT-183,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-183,AAC45086.2,U58495.2
229,ARO:3007947,ACT-184,ACT-184,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-184,AAC45086.2,U58495.2
230,ARO:3007948,ACT-185,ACT-185,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-185,AAC45086.2,U58495.2
231,ARO:3007949,ACT-186,ACT-186,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-186,AAC45086.2,U58495.2
232,ARO:3007950,ACT-187,ACT-187,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-187,AAC45086.2,U58495.2
233,ARO:3007951,ACT-188,ACT-188,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-188,AAC45086.2,U58495.2
234,ARO:3007952,ACT-189,ACT-189,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-189,AAC45086.2,U58495.2
235,ARO:3001840,ACT-19,ACT-19,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-19,AAC45086.2,U58495.2
236,ARO:3007953,ACT-190,ACT-190,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-190,AAC45086.2,U58495.2
237,ARO:3007954,ACT-191,ACT-191,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-191,AAC45086.2,U58495.2
238,ARO:3007955,ACT-192,ACT-192,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-192,AAC45086.2,U58495.2
239,ARO:3007956,ACT-193,ACT-193,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-193,AAC45086.2,U58495.2
240,ARO:3007957,ACT-194,ACT-194,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-194,AAC45086.2,U58495.2
241,ARO:3001822,ACT-2,ACT-2,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-2,AAC45086.2,U58495.2
242,ARO:3001841,ACT-20,ACT-20,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-20,AAC45086.2,U58495.2
243,ARO:3001842,ACT-21,ACT-21,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-21,AAC45086.2,U58495.2
244,ARO:3001843,ACT-22,ACT-22,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-22,AAC45086.2,U58495.2
245,ARO:3001828,ACT-23,ACT-23,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-23,AAC45086.2,U58495.2
246,ARO:3001844,ACT-24,ACT-24,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-24,AAC45086.2,U58495.2
247,ARO:3001845,ACT-25,ACT-25,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-25,AAC45086.2,U58495.2
248,ARO:3001847,ACT-27,ACT-27,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-27,AAC45086.2,U58495.2
249,ARO:3001848,ACT-28,ACT-28,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-28,AAC45086.2,U58495.2
250,ARO:3001849,ACT-29,ACT-29,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-29,AAC45086.2,U58495.2
251,ARO:3001823,ACT-3,ACT-3,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-3,AAC45086.2,U58495.2
252,ARO:3001850,ACT-30,ACT-30,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-30,AAC45086.2,U58495.2
253,ARO:3001851,ACT-31,ACT-31,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-31,AAC45086.2,U58495.2
254,ARO:3001852,ACT-32,ACT-32,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-32,AAC45086.2,U58495.2
255,ARO:3001853,ACT-33,ACT-33,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-33,AAC45086.2,U58495.2
256,ARO:3001854,ACT-34,ACT-34,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-34,AAC45086.2,U58495.2
257,ARO:3001855,ACT-35,ACT-35,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-35,AAC45086.2,U58495.2
258,ARO:3003171,ACT-36,ACT-36,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-36,AAC45086.2,U58495.2
259,ARO:3003172,ACT-37,ACT-37,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-37,AAC45086.2,U58495.2
260,ARO:3003655,ACT-38,ACT-38,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-38,AAC45086.2,U58495.2
261,ARO:3006234,ACT-39,ACT-39,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-39,AAC45086.2,U58495.2
262,ARO:3001829,ACT-4,ACT-4,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-4,AAC45086.2,U58495.2
263,ARO:3006235,ACT-40,ACT-40,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-40,AAC45086.2,U58495.2
264,ARO:3006236,ACT-41,ACT-41,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-41,AAC45086.2,U58495.2
265,ARO:3006237,ACT-42,ACT-42,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-42,AAC45086.2,U58495.2
266,ARO:3006238,ACT-43,ACT-43,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-43,AAC45086.2,U58495.2
267,ARO:3006239,ACT-44,ACT-44,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-44,AAC45086.2,U58495.2
268,ARO:3006240,ACT-45,ACT-45,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-45,AAC45086.2,U58495.2
269,ARO:3006241,ACT-46,ACT-46,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-46,AAC45086.2,U58495.2
270,ARO:3006242,ACT-47,ACT-47,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-47,AAC45086.2,U58495.2
271,ARO:3006243,ACT-48,ACT-48,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-48,AAC45086.2,U58495.2
272,ARO:3006244,ACT-49,ACT-49,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-49,AAC45086.2,U58495.2
273,ARO:3001824,ACT-5,ACT-5,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-5,AAC45086.2,U58495.2
274,ARO:3006245,ACT-50,ACT-50,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-50,AAC45086.2,U58495.2
275,ARO:3006246,ACT-51,ACT-51,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-51,AAC45086.2,U58495.2
276,ARO:3006247,ACT-52,ACT-52,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-52,AAC45086.2,U58495.2
277,ARO:3006248,ACT-53,ACT-53,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-53,AAC45086.2,U58495.2
278,ARO:3006249,ACT-54,ACT-54,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-54,AAC45086.2,U58495.2
279,ARO:3006250,ACT-55,ACT-55,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-55,AAC45086.2,U58495.2
280,ARO:3006251,ACT-56,ACT-56,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-56,AAC45086.2,U58495.2
281,ARO:3006252,ACT-57,ACT-57,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-57,AAC45086.2,U58495.2
282,ARO:3006253,ACT-58,ACT-58,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-58,AAC45086.2,U58495.2
283,ARO:3006254,ACT-59,ACT-59,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-59,AAC45086.2,U58495.2
284,ARO:3001825,ACT-6,ACT-6,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-6,AAC45086.2,U58495.2
285,ARO:3006255,ACT-60,ACT-60,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-60,AAC45086.2,U58495.2
286,ARO:3006256,ACT-61,ACT-61,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-61,AAC45086.2,U58495.2
287,ARO:3006257,ACT-62,ACT-62,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-62,AAC45086.2,U58495.2
288,ARO:3006258,ACT-63,ACT-63,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-63,AAC45086.2,U58495.2
289,ARO:3006259,ACT-64,ACT-64,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-64,AAC45086.2,U58495.2
290,ARO:3006260,ACT-65,ACT-65,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-65,AAC45086.2,U58495.2
291,ARO:3006261,ACT-66,ACT-66,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-66,AAC45086.2,U58495.2
292,ARO:3006262,ACT-67,ACT-67,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-67,AAC45086.2,U58495.2
293,ARO:3006263,ACT-68,ACT-68,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-68,AAC45086.2,U58495.2
294,ARO:3006264,ACT-69,ACT-69,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-69,AAC45086.2,U58495.2
295,ARO:3001830,ACT-7,ACT-7,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-7,AAC45086.2,U58495.2
296,ARO:3006265,ACT-70,ACT-70,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-70,AAC45086.2,U58495.2
297,ARO:3006266,ACT-72,ACT-72,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-72,AAC45086.2,U58495.2
298,ARO:3006267,ACT-73,ACT-73,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-73,AAC45086.2,U58495.2
299,ARO:3006268,ACT-74,ACT-74,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-74,AAC45086.2,U58495.2
300,ARO:3006269,ACT-75,ACT-75,ACT beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,ACT-75,AAC45086.2,U58495.2
